"CIS";"CIP13";"CIP7";"NOM_CIP13";"statut";"action";"dateAction";"libelle";"agrement";"taux";"prixHorsHono";"prixTotal";"honoraires";"denomination";"dateAMM";"numAMMCE";"nomCIS";"numFamille";"type";"tri";"denomination_ss_labo";"nb_CIS";"unite";"contenance";"unite2";"unite_final"
"60073608";"3400922179629";"2217962";"LEVOCETIRIZINE KRKA 5 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2012-10-03;"plaquette(s) PVC PVDC aluminium de 28 comprimé(s)";"oui";"30%";"4,14";"5,16";"1,02";"LEVOCETIRIZINE KRKA 5 mg, comprime pellicule";"2012-04-04";"";"LEVOCETIRIZINE KRKA 5 mg";"329";"1";7;"LEVOCETIRIZINE 5 mg, comprimé pelliculé";2;1;NA;28;28
"60073608";"3400922179339";"2217933";"LEVOCETIRIZINE KRKA 5 MG CPR 14";"Présentation active";"Déclaration de commercialisation";2012-10-03;"plaquette(s) PVC PVDC aluminium de 14 comprimé(s)";"oui";"30%";"2,11";"3,13";"1,02";"LEVOCETIRIZINE KRKA 5 mg, comprime pellicule";"2012-04-04";"";"LEVOCETIRIZINE KRKA 5 mg";"329";"1";7;"LEVOCETIRIZINE 5 mg, comprimé pelliculé";2;1;NA;14;14
"60073907";"3400949350124";"4935012";"DONEPEZIL MYLAN 10 MG CPR DISP 28";"Présentation active";"Déclaration de commercialisation";2015-11-06;"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";"oui";"15%";"21,42";"22,44";"1,02";"DONEPEZIL MYLAN 10 mg, comprime orodispersible";"2010-09-07";"";"DONEPEZIL MYLAN 10 mg";"656";"1";17;"DONEPEZIL 10 mg, comprimé orodispersible";1;1;NA;28;28
"60075192";"3400938823547";"3882354";NA;"Présentation active";"Déclaration de commercialisation";2008-12-19;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 50 gélule(s)";"oui";"";"";"";"";"VENLAFAXINE ARROW LP 37,5 mg, gelule a liberation prolongee";"2008-10-08";"";"VENLAFAXINE ARROW LP 37,5 mg";"630";"1";4;"VENLAFAXINE 37,5 mg, gélule à libération prolongée";2;1;NA;50;50
"60075192";"3400938823486";"3882348";"VENLAFAXINE ARROW LP 37,5MG GELULE 30";"Présentation active";"Déclaration de commercialisation";2008-12-09;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 gélule(s)";"oui";"65%";"5,49";"6,51";"1,02";"VENLAFAXINE ARROW LP 37,5 mg, gelule a liberation prolongee";"2008-10-08";"";"VENLAFAXINE ARROW LP 37,5 mg";"630";"1";4;"VENLAFAXINE 37,5 mg, gélule à libération prolongée";2;1;NA;30;30
"60075452";"3400930032954";"3003295";"PREGABALINE BIOGARAN 100 MG GELULE 84";"Présentation active";"Déclaration de commercialisation";2016-02-04;"plaquette(s) PVC aluminium de 84 gélule(s)";"oui";"65%";"19,56";"20,58";"1,02";"PREGABALINE BIOGARAN 100 mg, gelule";"2015-12-02";"";"PREGABALINE BIOGARAN 100 mg";"1252";"1";3;"PREGABALINE 100 mg, gélule";1;1;NA;84;84
"60077574";"3400935297129";"3529712";"CARDENSIEL 2,5 MG CPR SEC 90";"Présentation active";"Déclaration de commercialisation";2009-04-23;"plaquette(s) PVC-Aluminium de 90 comprimé(s)";"oui";"65%";"15,13";"17,89";"2,76";"CARDENSIEL 2,5 mg, comprime pellicule secable";"2000-01-04";"";"CARDENSIEL 2,5 mg";"447";"0";1;"CARDENSIEL 2,5 mg, comprimé pelliculé sécable";2;1;NA;90;90
"60077574";"3400935297068";"3529706";"CARDENSIEL 2,5 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2000-11-27;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"5,36";"6,38";"1,02";"CARDENSIEL 2,5 mg, comprime pellicule secable";"2000-01-04";"";"CARDENSIEL 2,5 mg";"447";"0";1;"CARDENSIEL 2,5 mg, comprimé pelliculé sécable";2;1;NA;30;30
"60078078";"3400927810596";"2781059";"LEVONORGESTREL EG 1,5 MG CPR 1";"Présentation active";"Déclaration de commercialisation";2016-06-03;"1 plaquette(s) PVC PVDC aluminium de 1 comprimé(s)";"oui";"65%";"3,04";"4,06";"1,02";"LEVONORGESTREL EG 1,5 mg, comprime";"2014-03-07";"";"LEVONORGESTREL EG 1,5 mg";"1169";"1";2;"LEVONORGESTREL 1,5 mg, comprimé";1;1;NA;1;1
"60083132";"3400939528762";"3952876";"OLANZAPINE ARROW GENERIQUES 10 MG CPR DISP 28";"Présentation active";"Déclaration d'arrêt de commercialisation";2017-12-28;"plaquette(s) formée(s) à froid aluminium de 28 comprimé(s)";"oui";"65%";"13,44";"14,46";"1,02";"OLANZAPINE ARROW GENERIQUES 10 mg, comprime orodispersible";"2009-06-05";"";"OLANZAPINE ARROW GENERIQUES 10 mg";"729";"1";3;"OLANZAPINE 10 mg, comprimé orodispersible";2;1;NA;28;28
"60083132";"3400939528304";"3952830";"OLANZAPINE ARROW GENERIQUES 10 MG CPR DISP 28";"Présentation active";"Déclaration de commercialisation";2011-11-03;"plaquette(s) formée(s) à froid aluminium de 28 comprimé(s)";"oui";"65%";"13,44";"14,46";"1,02";"OLANZAPINE ARROW GENERIQUES 10 mg, comprime orodispersible";"2009-06-05";"";"OLANZAPINE ARROW GENERIQUES 10 mg";"729";"1";3;"OLANZAPINE 10 mg, comprimé orodispersible";2;1;NA;28;28
"60092590";"3400931724636";"3172463";"SINEMET 25MG/250MG CPR SEC 50";"Présentation active";"Déclaration de commercialisation";1974-12-19;"plaquette(s) aluminium de 50 comprimé(s)";"oui";"65%";"12,41";"13,43";"1,02";"SINEMET 250 mg/25 mg, comprime";"1989-04-26";"";"SINEMET 250 mg/25 mg";"1140";"0";1;"SINEMET 250 mg/25 mg, comprimé";1;1;NA;50;50
"60093639";"3400927459689";"2745968";"ROPINIROLE BIOGARAN LP 8 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2014-01-21;"plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s)";"oui";"65%";"26,15";"27,17";"1,02";"ROPINIROLE BIOGARAN LP 8 mg, comprime pellicule a liberation prolongee";"2013-07-26";"";"ROPINIROLE BIOGARAN LP 8 mg";"1032";"1";3;"ROPINIROLE 8 mg, comprimé pelliculé à libération prolongée";1;1;NA;28;28
"60094125";"3400938471977";"3847197";"TRANDOLAPRIL MYLAN 0,5 MG GELULE 28";"Présentation active";"Déclaration de commercialisation";2009-02-19;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 gélule(s)";"oui";"65%";"1,91";"2,93";"1,02";"TRANDOLAPRIL MYLAN 0,5 mg, gelule";"2008-03-28";"";"TRANDOLAPRIL MYLAN 0,5 mg";"663";"1";5;"TRANDOLAPRIL 0,5 mg, gélule";1;1;NA;28;28
"60095526";"3400938674033";"3867403";"FOSINOPRIL ZENTIVA 10 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2009-04-27;"plaquette(s) aluminium de 30 comprimé(s)";"oui";"65%";"4,17";"5,19";"1,02";"FOSINOPRIL ZENTIVA 10 mg, comprime secable";"2008-09-12";"";"FOSINOPRIL ZENTIVA 10 mg";"482";"1";8;"FOSINOPRIL 10 mg, comprimé sécable";1;1;NA;30;30
"60097203";"3400926656430";"2665643";"PRAVASTATINE ARROW 10 MG CPR SEC 28";"Présentation active";"Déclaration de commercialisation";2015-07-10;"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";"oui";"65%";"4,72";"5,74";"1,02";"PRAVASTATINE ARROW 10 mg, comprime secable";"2012-12-18";"";"PRAVASTATINE ARROW 10 mg";"379";"1";4;"PRAVASTATINE 10 mg, comprimé sécable";1;1;NA;28;28
"60099738";"3400936061866";"3606186";"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500/62,5MG AD CPR 24";"Présentation active";"Déclaration de commercialisation";2010-08-24;"film(s) thermosoudé(s) aluminium polyéthylène de 24 comprimé(s)";"oui";"65%";"6,46";"7,48";"1,02";"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES, comprime pellicule (rapport amoxicilline/acide clavulanique : 8/1)";"2002-11-07";"";"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES";"158";"1";4;"AMOXICILLINE/ACIDE CLAVULANIQUE 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)";2;1;NA;24;24
"60099738";"3400936061637";"3606163";"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500/62,5MG AD CPR 16";"Présentation active";"Déclaration de commercialisation";2010-08-24;"film(s) thermosoudé(s) aluminium polyéthylène de 16 comprimé(s)";"oui";"65%";"5,13";"6,15";"1,02";"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES, comprime pellicule (rapport amoxicilline/acide clavulanique : 8/1)";"2002-11-07";"";"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES";"158";"1";4;"AMOXICILLINE/ACIDE CLAVULANIQUE 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)";2;1;NA;16;16
"60105162";"3400937792486";"3779248";"GABAPENTINE ZENTIVA 600MG CPR 90";"Présentation active";"Déclaration de commercialisation";2007-06-28;"plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s)";"oui";"65%";"36,66";"37,68";"1,02";"GABAPENTINE ZENTIVA 600 mg, comprime pellicule";"2006-12-12";"";"GABAPENTINE ZENTIVA 600 mg";"366";"1";12;"GABAPENTINE 600 mg, comprimé pelliculé";1;1;NA;90;90
"60108678";"3400937498913";"3749891";"TERBINAFINE BIOGARAN 250MG CPR 28";"Présentation active";"Déclaration de commercialisation";2007-08-08;"plaquette(s) PVC-Aluminium de 28 comprimé(s)";"oui";"65%";"23,30";"24,32";"1,02";"TERBINAFINE BIOGARAN 250 mg, comprime secable";"2006-04-05";"";"TERBINAFINE BIOGARAN 250 mg";"401";"1";8;"TERBINAFINE 250 mg, comprimé sécable";1;1;NA;28;28
"60108870";"3400935149237";"3514923";"CAPTOPRIL SANDOZ 50MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2012-10-22;"plaquette(s) polypropylène aluminium de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"CAPTOPRIL SANDOZ 50 mg, comprime quadrisecable";"1999-07-29";"";"CAPTOPRIL SANDOZ 50 mg";"95";"1";8;"CAPTOPRIL 50 mg, comprimé quadrisécable";1;1;NA;30;30
"60109303";"3400930076163";"3007616";NA;"Présentation active";"Déclaration de commercialisation";2017-12-11;"tube aluminium verni de 15 g";"oui";"30%";"3,31";"4,33";"1,02";"MUPIROCINE PIERRE FABRE 2%, pommade";"2016-12-07";"";"MUPIROCINE PIERRE FABRE 2%";"1151";"1";6;"MUPIROCINE PIERRE FABRE 2%, pommade";1;1;"15g";1;1
"60111197";"3400935931245";"3593124";"ACICLOVIR ARROW 800 MG CPR 35";"Présentation active";"Déclaration de commercialisation";2005-01-14;"plaquette(s) thermoformée(s) PVC-Aluminium de 35 comprimé(s)";"oui";"65%";"32,69";"33,71";"1,02";"ACICLOVIR ARROW 800 mg, comprime";"2002-07-09";"";"ACICLOVIR ARROW 800 mg";"199";"1";2;"ACICLOVIR 800 mg, comprimé";1;1;NA;35;35
"60111813";"3400936745322";"3674532";"ENALAPRIL ZENTIVA 20 MG CPR SEC 28";"Présentation active";"Déclaration de commercialisation";2005-12-12;"plaquette(s) thermoformée(s) aluminium de 28 comprimé(s)";"oui";"65%";"3,90";"4,92";"1,02";"ENALAPRIL ZENTIVA 20 mg, comprime secable";"2000-07-31";"";"ENALAPRIL ZENTIVA 20 mg";"97";"1";12;"ENALAPRIL 20 mg, comprimé sécable";1;1;NA;28;28
"60116447";"3400937471947";"3747194";"GLIMEPIRIDE EG 1MG CPR 90";"Présentation active";"Déclaration de commercialisation";2008-08-05;"plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s)";"oui";"65%";"7,14";"9,90";"2,76";"GLIMEPIRIDE EG 1 mg, comprime";"2006-04-06";"";"GLIMEPIRIDE EG 1 mg";"434";"1";6;"GLIMEPIRIDE 1 mg, comprimé";2;1;NA;90;90
"60116447";"3400937471657";"3747165";"GLIMEPIRIDE EG 1MG CPR 30";"Présentation active";"Déclaration de commercialisation";2006-07-06;"plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"2,69";"3,71";"1,02";"GLIMEPIRIDE EG 1 mg, comprime";"2006-04-06";"";"GLIMEPIRIDE EG 1 mg";"434";"1";6;"GLIMEPIRIDE 1 mg, comprimé";2;1;NA;30;30
"60116810";"3400926808907";"2680890";"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 MG/0,625 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2015-05-12;"1 pilulier(s) polypropylène de 30 comprimé(s)";"oui";"65%";"4,17";"5,19";"1,02";"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 mg/0,625 mg, comprime pellicule";"2013-01-11";"";"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 mg/0,625 mg";"1049";"1";2;"PERINDOPRIL ARGININE/INDAPAMIDE 2,5 mg/0,625 mg, comprimé pelliculé";2;1;NA;30;30
"60116810";"3400926809157";"2680915";"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 MG/0,625 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2015-05-12;"3 pilulier(s) polypropylène de 30 comprimé(s)";"oui";"65%";"12,13";"14,89";"2,76";"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 mg/0,625 mg, comprime pellicule";"2013-01-11";"";"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 mg/0,625 mg";"1049";"1";2;"PERINDOPRIL ARGININE/INDAPAMIDE 2,5 mg/0,625 mg, comprimé pelliculé";2;3;NA;30;90
"60118715";"3400930258972";"3025897";"CORTANCYL 1MG CPR 30";"Présentation active";"Déclaration de commercialisation";1956-06-19;"plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s)";"oui";"65%";"1,20";"2,22";"1,02";"CORTANCYL 1 mg, comprime";"1991-11-13";"";"CORTANCYL 1 mg";"445";"0";1;"CORTANCYL 1 mg, comprimé";1;1;NA;30;30
"60120709";"3400937909594";"3790959";"ALLOPURINOL RANBAXY 200 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2010-03-04;"plaquette(s) PVC PVDC aluminium de 28 comprimé(s)";"oui";"65%";"1,68";"2,70";"1,02";"ALLOPURINOL RANBAXY 200 mg, comprime";"1997-11-25";"";"ALLOPURINOL RANBAXY 200 mg";"236";"1";7;"ALLOPURINOL 200 mg, comprimé";1;1;NA;28;28
"60120812";"3400957269258";"5726925";NA;"Présentation active";"Déclaration de commercialisation";2008-12-12;"1 flacon(s) polypropylène de 15 ml";"oui";"";"";"";"";"CAMPTO 20 mg/ml, solution a diluer pour perfusion (IV)";"1995-05-05";"";"CAMPTO 20 mg/ml";"705";"0";1;"CAMPTO 20 mg/ml, solution à diluer pour perfusion (IV)";3;1;"15ml";1;1
"60120812";"3400957269029";"5726902";NA;"Présentation active";"Déclaration de commercialisation";2009-04-22;"1 flacon(s) polypropylène de 2 ml";"oui";"";"";"";"";"CAMPTO 20 mg/ml, solution a diluer pour perfusion (IV)";"1995-05-05";"";"CAMPTO 20 mg/ml";"705";"0";1;"CAMPTO 20 mg/ml, solution à diluer pour perfusion (IV)";3;1;"2ml";1;1
"60120812";"3400957269197";"5726919";NA;"Présentation active";"Déclaration de commercialisation";2009-01-23;"1 flacon(s) polypropylène de 5 ml";"oui";"";"";"";"";"CAMPTO 20 mg/ml, solution a diluer pour perfusion (IV)";"1995-05-05";"";"CAMPTO 20 mg/ml";"705";"0";1;"CAMPTO 20 mg/ml, solution à diluer pour perfusion (IV)";3;1;"5ml";1;1
"60122628";"3400922313993";"2231399";"CANDESARTAN CRISTERS 8 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2013-05-13;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"CANDESARTAN CRISTERS 8 mg, comprime secable";"2012-05-18";"";"CANDESARTAN CRISTERS 8 mg";"864";"1";5;"CANDESARTAN 8 mg, comprimé sécable";2;1;NA;30;30
"60122628";"3400922314594";"2231459";"CANDESARTAN CRISTERS 8 MG CPR SEC 90";"Présentation active";"Déclaration de commercialisation";2013-05-13;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";"oui";"65%";"13,19";"15,95";"2,76";"CANDESARTAN CRISTERS 8 mg, comprime secable";"2012-05-18";"";"CANDESARTAN CRISTERS 8 mg";"864";"1";5;"CANDESARTAN 8 mg, comprimé sécable";2;1;NA;90;90
"60123363";"3400939201030";"3920103";"FINASTERIDE ACCORD 5 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2010-09-20;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s)";"oui";"30%";"12,35";"13,37";"1,02";"FINASTERIDE ACCORD 5 mg, comprime pellicule";"2009-01-20";"";"FINASTERIDE ACCORD 5 mg";"490";"1";2;"FINASTERIDE 5 mg, comprimé pelliculé";1;1;NA;28;28
"60124020";"3400956217878";"5621787";NA;"Présentation active";"Déclaration de commercialisation";1999-09-29;"1 flacon(s) en verre de 10 ml";"oui";"";"";"";"";"INTEGRILIN 2 mg/ml, solution injectable";"1999-07-01";"EU/1/99/109";"INTEGRILIN 2 mg/ml";"1467";"0";1;"INTEGRILIN 2 mg/ml, solution injectable";1;1;"10ml";1;1
"60124999";"3400922457116";"2245711";"CLOPIDOGREL ZF 75 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2014-12-24;"plaquette(s) aluminium de 30 comprimé(s)";"oui";"65%";"11,76";"12,78";"1,02";"CLOPIDOGREL ZF 75 mg, comprime pellicule";"2012-07-24";"";"CLOPIDOGREL ZF 75 mg";"831";"1";27;"CLOPIDOGREL 75 mg, comprimé pelliculé";1;1;NA;30;30
"60126377";"3400936123533";"3612353";"ACICLOVIR MYLAN 5% CREME 1/10 G";"Présentation active";"Déclaration de commercialisation";2003-06-13;"1 tube(s) aluminium de 10 g";"oui";"15%";"6,24";"7,26";"1,02";"ACICLOVIR MYLAN 5 %, creme";"2003-01-21";"";"ACICLOVIR MYLAN 5 %";"113";"1";8;"ACICLOVIR 5 %, crème";1;1;"10G";1;1
"60126594";"3400927603822";"2760382";"OLANZAPINE MYLAN 5 MG CPR DISP 28";"Présentation active";"Déclaration de commercialisation";2015-09-17;"28 plaquette(s) polyamide aluminium PVC de 1 comprimé(s)";"oui";"65%";"21,32";"22,34";"1,02";"OLANZAPINE MYLAN 5 mg, comprime orodispersible";"2015-03-25";"";"OLANZAPINE MYLAN 5 mg";"730";"1";7;"OLANZAPINE 5 mg, comprimé orodispersible";1;28;NA;1;28
"60129665";"3400936595736";"3659573";"IBUPROFENE SANDOZ 400MG CPR ENR 30";"Présentation active";"Déclaration de commercialisation";2006-04-05;"plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 30 comprimé(s)";"oui";"65%";"1,99";"3,01";"1,02";"IBUPROFENE SANDOZ 400 mg, comprime enrobe";"1998-10-28";"";"IBUPROFENE SANDOZ 400 mg";"217";"1";5;"IBUPROFENE 400 mg, comprimé enrobé";1;1;NA;30;30
"60130742";"3400936477889";"3647788";"NAFTIDROFURYL TEVA 200MG CPR 90";"Présentation active";"Déclaration de commercialisation";2007-04-10;"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";"oui";"15%";"14,42";"15,44";"1,02";"NAFTIDROFURYL TEVA 200 mg, comprime pellicule";"2004-07-30";"";"NAFTIDROFURYL TEVA 200 mg";"68";"1";7;"NAFTIDROFURYL 200 mg, comprimé pelliculé";2;1;NA;90;90
"60130742";"3400936477650";"3647765";"NAFTIDROFURYL TEVA 200MG CPR 20";"Présentation active";"Déclaration de commercialisation";2007-04-10;"plaquette(s) PVC PVDC aluminium de 20 comprimé(s)";"oui";"15%";"3,15";"4,17";"1,02";"NAFTIDROFURYL TEVA 200 mg, comprime pellicule";"2004-07-30";"";"NAFTIDROFURYL TEVA 200 mg";"68";"1";7;"NAFTIDROFURYL 200 mg, comprimé pelliculé";2;1;NA;20;20
"60130906";"3400939645667";"3964566";"LOSARTAN ZENTIVA 50 MG CPR SEC 90";"Présentation active";"Déclaration de commercialisation";2010-03-03;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)";"oui";"65%";"13,19";"15,95";"2,76";"LOSARTAN ZENTIVA 50 mg, comprime pellicule secable";"2009-08-28";"";"LOSARTAN ZENTIVA 50 mg";"561";"1";19;"LOSARTAN 50 mg, comprimé pelliculé sécable";2;1;NA;90;90
"60130906";"3400939645087";"3964508";"LOSARTAN ZENTIVA 50 MG CPR SEC 28";"Présentation active";"Déclaration de commercialisation";2010-03-03;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)";"oui";"65%";"4,27";"5,29";"1,02";"LOSARTAN ZENTIVA 50 mg, comprime pellicule secable";"2009-08-28";"";"LOSARTAN ZENTIVA 50 mg";"561";"1";19;"LOSARTAN 50 mg, comprimé pelliculé sécable";2;1;NA;28;28
"60131805";"3400957738990";"5773899";NA;"Présentation active";"Déclaration de commercialisation";2011-02-01;"5 ampoule(s) polypropylène suremballée(s)/surpochée(s) de 10 ml";"oui";"";"";"";"";"ROPIVACAINE KABI 2 mg/ml, solution injectable en ampoule";"2010-11-22";"";"ROPIVACAÏNE KABI 2 mg/ml";"767";"1";5;"ROPIVACAÏNE KABI 2 mg/ml, solution injectable en ampoule";2;5;"10ml";1;5
"60131805";"3400957739652";"5773965";NA;"Présentation active";"Déclaration de commercialisation";2011-02-01;"5 ampoule(s) polypropylène suremballée(s)/surpochée(s) de 20 ml";"oui";"";"";"";"";"ROPIVACAINE KABI 2 mg/ml, solution injectable en ampoule";"2010-11-22";"";"ROPIVACAÏNE KABI 2 mg/ml";"767";"1";5;"ROPIVACAÏNE KABI 2 mg/ml, solution injectable en ampoule";2;5;"20ml";1;5
"60132330";"3400937023818";"3702381";"KEPPRA 100MG/ML SOL BUV FL 300ML 1/300 ML";"Présentation active";"Déclaration de commercialisation";2006-10-09;"1 flacon(s) en verre brun avec fermeture de sécurité enfant de 300 ml avec seringue(s) doseuse(s) de 10 ml";"oui";"65%";"66,81";"67,83";"1,02";"KEPPRA 100 mg/ml, solution buvable";"2003-03-03";"EU/1/00/146";"KEPPRA 100 mg/ml";"1052";"0";1;"KEPPRA 100 mg/ml, solution buvable";3;1;"300ML";1;1
"60132330";"3400939827599";"3982759";"KEPPRA 100 MG/ML SOL BUV AVEC SER 3ML FL 1/150 ML";"Présentation active";"Déclaration de commercialisation";2010-12-13;"1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) doseuse(s) de 3 ml";"oui";"65%";"34,80";"35,82";"1,02";"KEPPRA 100 mg/ml, solution buvable";"2003-03-03";"EU/1/00/146";"KEPPRA 100 mg/ml";"1052";"0";1;"KEPPRA 100 mg/ml, solution buvable";3;1;"150ML";1;1
"60132330";"3400939827650";"3982765";"KEPPRA 100 MG/ML SOL BUV AVEC SER 1ML FL 1/150 ML";"Présentation active";"Déclaration de commercialisation";2010-12-13;"1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) doseuse(s) de 1 ml";"oui";"65%";"34,80";"35,82";"1,02";"KEPPRA 100 mg/ml, solution buvable";"2003-03-03";"EU/1/00/146";"KEPPRA 100 mg/ml";"1052";"0";1;"KEPPRA 100 mg/ml, solution buvable";3;1;"150ML";1;1
"60133973";"3400937186209";"3718620";"TAMSULOSINE ZYDUS FRANCE LP 0,4MG GELULE 30";"Présentation active";"Déclaration de commercialisation";2009-07-23;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 gélule(s)";"oui";"30%";"6,11";"7,13";"1,02";"TAMSULOSINE ZYDUS FRANCE LP 0,4 mg, gelule a liberation prolongee";"2006-01-16";"";"TAMSULOSINE ZYDUS FRANCE LP 0,4 mg";"442";"1";13;"TAMSULOSINE 0,4 mg, gélule à libération prolongée";1;1;NA;30;30
"60135020";"3400957170790";"5717079";NA;"Présentation active";"Déclaration de commercialisation";2008-01-24;"10 flacon(s) en verre";"oui";"";"";"";"";"CEFTAZIDIME PANMEDICA 2 g, poudre pour solution injectable";"2007-03-29";"";"CEFTAZIDIME PANMEDICA 2 g";"417";"1";6;"CEFTAZIDIME PANMEDICA 2 g, poudre pour solution injectable";2;10;NA;1;10
"60135020";"3400937950756";"3795075";NA;"Présentation active";"Déclaration de commercialisation";2008-01-24;"1 flacon(s) en verre";"oui";"65%";"14,70";"15,72";"1,02";"CEFTAZIDIME PANMEDICA 2 g, poudre pour solution injectable";"2007-03-29";"";"CEFTAZIDIME PANMEDICA 2 g";"417";"1";6;"CEFTAZIDIME PANMEDICA 2 g, poudre pour solution injectable";2;1;NA;1;1
"60135981";"3400949500086";"4950008";"LUMIGAN 0,3 MG/ML COLLYRE 1";"Présentation active";"Déclaration de commercialisation";2016-02-22;"1 flacon(s) polyéthylène basse densité (PEBD) de 3 ml(Distributeur parallèle : Pharma Lab)";"oui";"65%";"11,53";"12,55";"1,02";"LUMIGAN 0,3 mg/ml, collyre en solution";"2002-03-08";"EU/1/02/205";"LUMIGAN 0,3 mg/ml";"1359";"0";1;"LUMIGAN 0,3 mg/ml, collyre en solution";2;1;"3ml";1;1
